Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Urotrygon venezuelae,Elasmobranchii,Myliobatiformes,0.170000002,16,10.4,3.62,100,27,4.538212,bearers,other,demersal,rajiform
Aetobatus narinari,Elasmobranchii,Myliobatiformes,0.11,153.8,0,4.17,80,27.5,9.618041,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Aetobatus flagellum,Elasmobranchii,Myliobatiformes,0.202866666,40,4,3.62,80,28.2,4.294285897,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Aetobatus ocellatus,Elasmobranchii,Myliobatiformes,0.1695,77.9,3.5,3.62,100,28,5.403790069,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Aetobatus laticeps,Elasmobranchii,Myliobatiformes,0.180675001,111.8,6.1,3.62,73.56,27.7652,5.12284445,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Aetobatus narutobiei,Elasmobranchii,Myliobatiformes,0.17469,53.5,3,3.62,74.935,26.6258,5.286495327,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Alopias superciliosus,Elasmobranchii,Lamniformes,0.072999999,128.2753,2.8,4.46,730,27.1,14.01925,bearers_internal_live_bearers,fusiform_normal_circular,pelagic_oceanic,subcarangiform
Alopias pelagicus,Elasmobranchii,Lamniformes,0.119999997,151.7591,2.8,4.5,300,26.7,8.719707,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,subcarangiform
Alopias vulpinus,Elasmobranchii,Lamniformes,0.123999998,207.341,1.6,4.5,650,23.3,9.853462,bearers_internal_live_bearers,fusiform_normal_circular,pelagic_oceanic,subcarangiform
Brachaelurus colcloughi,Elasmobranchii,Orectolobiformes,0.166017619,42,3.5,3.5,217,24.7,5.45455308,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Brachaelurus waddi,Elasmobranchii,Orectolobiformes,0.164029999,63.9,4,3.85,140,24.2,5.832333293,bearers_internal_live_bearers,elongated,reef_associated,subcarangiform
Carcharhinus brachyurus,Elasmobranchii,Carcharhiniformes,0.037999999,175.2442,1.9,4.34,360,17.4,27.91593,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus obscurus,Elasmobranchii,Carcharhiniformes,0.037999999,201.195,1.9,4.28,400,12.6,28.38466,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus leucas,Elasmobranchii,Carcharhiniformes,0.038600001,163.7556,3.1,4.31,152,27.5,27.25805,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus plumbeus,Elasmobranchii,Carcharhiniformes,0.039000001,117.2087,1.8,4.27,500,27,25.8893,bearers_internal_live_bearers,fusiform_normal,benthopelagic,carangiform
Negaprion brevirostris,Elasmobranchii,Carcharhiniformes,0.04,157.9,0,4.27,92,25.6,26.72224,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus amblyrhynchos,Elasmobranchii,Carcharhiniformes,0.050000001,109.9087,2.5,4.11,1000,27.5,20.05067,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus galapagensis,Elasmobranchii,Carcharhiniformes,0.07,170.2,0,4.23,286,23.8,15.2315,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Triaenodon obesus,Elasmobranchii,Carcharhiniformes,0.07,104.5,0,4.19,330,27.6,14.47766,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus porosus,Elasmobranchii,Carcharhiniformes,0.078000002,68.38168,4.7,4.14,36,25.5,12.11721,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Negaprion acutidens,Elasmobranchii,Carcharhiniformes,0.079999998,174.3,2,4.13,92,28.1,13.27935,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,0.09,182.3,0,4.16,230,26.8,11.98275,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,carangiform
Carcharhinus falciformis,Elasmobranchii,Carcharhiniformes,0.090999998,146.3467,1.7,4.36,4000,26.7,11.43764,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus albimarginatus,Elasmobranchii,Carcharhiniformes,0.100000001,141.4,1.4,4.21,800,27.1,10.36405,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus altimus,Elasmobranchii,Carcharhiniformes,0.100000001,141.4,1.4,4.53,810,19.9,10.36405,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus perezi,Elasmobranchii,Carcharhiniformes,0.100000001,141.4,1.6,4.5,65,27.2,10.36405,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Prionace glauca,Elasmobranchii,Carcharhiniformes,0.100000001,168.6901,0.8,4.35,1000,14.8,11.68544,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,carangiform
Carcharhinus amboinensis,Elasmobranchii,Carcharhiniformes,0.109999999,133.1,2.5,4.28,150,27.7,9.354966,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Isogomphodon oxyrhynchus,Elasmobranchii,Carcharhiniformes,0.118000001,84.10913,3,4.5,15,27.5,8.241943,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus signatus,Elasmobranchii,Carcharhiniformes,0.123999998,121.4785,2.4,4.3,600,21.7,8.213645,bearers_internal_live_bearers,fusiform_normal,benthopelagic,carangiform
Carcharhinus tilstoni,Elasmobranchii,Carcharhiniformes,0.140000001,94.69912,2.8,4.23,150,27.7,7.056629,bearers_internal_live_bearers,fusiform_normal,pelagic_neritic,carangiform
Carcharhinus hemiodon,Elasmobranchii,Carcharhiniformes,0.150000006,98.8,1.2,4.18,50,28.3,6.624648,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus melanopterus,Elasmobranchii,Carcharhiniformes,0.150000006,98.8,2.4,3.94,75,27.4,6.624648,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Glyphis gangeticus,Elasmobranchii,Carcharhiniformes,0.150000006,100.6,3,4.21,20,26.3,6.638029,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus amblyrhynchoides,Elasmobranchii,Carcharhiniformes,0.170000002,81.6,3.4,4.22,50,28,5.701426,bearers_internal_live_bearers,fusiform_normal,pelagic_neritic,carangiform
Glyphis glyphis,Elasmobranchii,Carcharhiniformes,0.170000002,53.5,4.6,4.17,50,27.21,5.413339,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Glyphis siamensis,Elasmobranchii,Carcharhiniformes,0.170000002,0.9,73.4,4.18,237.1566667,24.38678571,9.240177,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Lamiopsis temminckii,Elasmobranchii,Carcharhiniformes,0.170000002,85.6,3.3,3.99,50,28.4,5.741525,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Galeocerdo cuvier,Elasmobranchii,Carcharhiniformes,0.184,176.47,2,4.56,800,26.4,6.086011,bearers_internal_live_bearers,fusiform_normal_angular,benthopelagic,carangiform
Carcharhinus cautus,Elasmobranchii,Carcharhiniformes,0.189999998,76.7,3.8,4.29,50,27.5,5.069914,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Nasolamia velox,Elasmobranchii,Carcharhiniformes,0.189999998,76.7,3.6,4.18,192,26.6,5.069914,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Rhizoprionodon longurio,Elasmobranchii,Carcharhiniformes,0.189999998,58.3,2.8,4.24,100,24.6,4.885456,bearers_internal_live_bearers,fusiform_normal,benthopelagic,carangiform
Rhizoprionodon acutus,Elasmobranchii,Carcharhiniformes,0.200000003,52.22759,5.9,4.25,200,26.9,4.58077,bearers_internal_live_bearers,fusiform_normal,benthopelagic,carangiform
Carcharhinus brevipinna,Elasmobranchii,Carcharhiniformes,0.209999993,120.3828,3.1,4.2,100,27.4,4.865234,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus fitzroyensis,Elasmobranchii,Carcharhiniformes,0.209999993,69.8,2.8,4.11,40,27.7,4.535574,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus isodon,Elasmobranchii,Carcharhiniformes,0.239999995,77.86206,3,4.2,10,27,4.171377,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus dussumieri,Elasmobranchii,Carcharhiniformes,0.245000005,64.73151,4.7,4.08,100,27.1,3.850409,bearers_internal_live_bearers,fusiform_normal_oval,reef_associated,carangiform
Carcharhinus macloti,Elasmobranchii,Carcharhiniformes,0.25999999,58.3,3.3,4.22,170,28,3.573218,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus limbatus,Elasmobranchii,Carcharhiniformes,0.275999993,82.3298,3.8,4.37,100,27.4,3.526529,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus sealei,Elasmobranchii,Carcharhiniformes,0.280000001,53.5,5.1,4.15,40,28.2,3.297741,bearers_internal_live_bearers,fusiform_normal_oval,reef_associated,carangiform
Rhizoprionodon porosus,Elasmobranchii,Carcharhiniformes,0.300000012,6.960248,24.3,3.99,500,24.2,3.783511,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Carcharhinus sorrah,Elasmobranchii,Carcharhiniformes,0.340000004,63.35672,4,4.15,140,27.8,2.770959,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Rhizoprionodon lalandii,Elasmobranchii,Carcharhiniformes,0.349999994,44,6.3,4.28,70,27.2,2.562465,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus leiodon,Elasmobranchii,Carcharhiniformes,0.370000005,41.5,12,3.95,116.68,26.91528571,2.41155,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Carcharhinus borneensis,Elasmobranchii,Carcharhiniformes,0.389999986,39.1,5.7,3.93,170,27.5,2.266506,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Loxodon macrorhinus,Elasmobranchii,Carcharhiniformes,0.439999998,44.27624,5.2,3.95,100,28,2.126115,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Rhizoprionodon oligolinx,Elasmobranchii,Carcharhiniformes,0.469999999,50.86545,5.2,4.14,36,28.6,2.07903,bearers_internal_live_bearers,fusiform_normal,reef_associated,carangiform
Scoliodon laticaudus,Elasmobranchii,Carcharhiniformes,0.479999989,39.17609,7.9,3.8,13,28.5,1.85661,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Rhizoprionodon terraenovae,Elasmobranchii,Carcharhiniformes,0.49000001,40.28883,7,4.37,280,27,1.889748,bearers_internal_live_bearers,fusiform_normal,demersal,carangiform
Rhizoprionodon taylori,Elasmobranchii,Carcharhiniformes,3.690000057,26.06082,7.5,4.07,300,26.6,0.3260192,bearers_internal_live_bearers,fusiform_normal,pelagic_oceanic,carangiform
Centrophorus harrissoni,Elasmobranchii,Squaliformes,0.02,58.9,0,4.34,790,10.4,47.15624,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus squamosus,Elasmobranchii,Squaliformes,0.039999999,72.91359,1.6,4.47,2400,7,23.75467,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus lusitanicus,Elasmobranchii,Squaliformes,0.050000001,81.1,1.4,4.43,1400,9,19.28218,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus isodon,Elasmobranchii,Squaliformes,0.07,57.3,9.6,4.34,770,11.46872381,13.17953,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus uyato,Elasmobranchii,Squaliformes,0.07,58.3,1.9,4.5,1400,11.6,13.20338,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Deania hystricosa,Elasmobranchii,Squaliformes,0.07,45.9,2,4.48,1000,6,12.79589,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Deania quadrispinosa,Elasmobranchii,Squaliformes,0.07,60.6,1.7,4.5,1360,8.2,13.27746,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus moluccensis,Elasmobranchii,Squaliformes,0.079999998,53.5,1.8,4.33,823,12.9,11.4521,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centrophorus tessellatus,Elasmobranchii,Squaliformes,0.090000004,48.3,2,4.27,732,11.8523873,10.03719,bearers_internal_live_bearers,elongated,benthopelagic,subcarangiform
Centrophorus granulosus,Elasmobranchii,Squaliformes,0.096000001,56.42986,1.9,4.11,1440,11.4,10.23496,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Deania profundorum,Elasmobranchii,Squaliformes,0.100000001,43.5,2.1,4.36,1800,8.3,8.888346,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Deania calcea,Elasmobranchii,Squaliformes,0.135000005,49.16871,2.8,4.33,1490,5.1,7.154975,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Chlamydoselachus anguineus,Elasmobranchii,Hexanchiformes,0.116429999,98.8,1.2,4.21,1570,7.4,8.727437923,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Dalatias licha,Elasmobranchii,Squaliformes,0.197999999,64.73151,1.6,4.23,1800,5.3,5.783574,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Euprotomicroides zantedeschia,Elasmobranchii,Squaliformes,0.137759998,24.9,5.1,4.24,205,16.6707,6.752212348,bearers_internal_live_bearers,elongated,benthopelagic,subcarangiform
Euprotomicrus bispinatus,Elasmobranchii,Squaliformes,0.168058331,18.8,3.7,4.11,1800,9.2,5.85002984,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Heteroscymnoides marleyi,Elasmobranchii,Squaliformes,0.168129998,17.9,9.6,4.09,502,12.6581,5.816550874,bearers_internal_live_bearers,elongated,benthopelagic,subcarangiform
Isistius brasiliensis,Elasmobranchii,Squaliformes,0.096454999,24.9,3.1,4.28,3700,4.8,16.899441,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Isistius plutodus,Elasmobranchii,Squaliformes,0.141918331,24.9,11.2,4.24,200,18.8,6.394113001,bearers_internal_live_bearers,elongated,pelagic_neritic,subcarangiform
Mollisquama parini,Elasmobranchii,Squaliformes,0.139753333,0.9,64.6,4.34,330,12.90044444,9.976865577,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Squaliolus aliae,Elasmobranchii,Squaliformes,0.151498332,14.1,4.5,4.35,2000,6.5,7.095757653,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Squaliolus laticaudus,Elasmobranchii,Squaliformes,0.166418332,14.1,5.5,4.2,1200,10,6.151706608,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Hypanus americanus,Elasmobranchii,Myliobatiformes,0.1,98.8,1.6,3.51,53,27.3,9.988211,bearers_internal_live_bearers,other,reef_associated,rajiform
Hypanus dipterurus,Elasmobranchii,Myliobatiformes,0.1,63.9,2.7,3.54,355,14.9,9.450295,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Pteroplatytrygon violacea,Elasmobranchii,Myliobatiformes,0.180000007,59.67374,2.4,4.36,381,24.8,5.371305,bearers_internal_live_bearers,other,pelagic_oceanic,rajiform
Neotrygon kuhlii,Elasmobranchii,Myliobatiformes,0.200000003,22.16377,6.5,3.26,170,27.8,4.051974,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Dasyatis chrysonota,Elasmobranchii,Myliobatiformes,0.21,41.5,5.4,3.82,110,24.8,4.242219,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Brevitrygon imbricata,Elasmobranchii,Myliobatiformes,0.589999974,21.49055,6.7,3.5,50,28.4,1.40325,bearers_internal_live_bearers,other,demersal,rajiform
Bathytoshia brevicaudata,Elasmobranchii,Myliobatiformes,0.0849,194.4,0.8,3.87,476,24.1,12.65159639,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Bathytoshia centroura,Elasmobranchii,Myliobatiformes,0.111689999,141.4,2,3.77,270,23.1,8.772471137,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Bathytoshia lata,Elasmobranchii,Myliobatiformes,0.116391666,124.6,1.7,3.8,357,20.2,8.055489613,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Brevitrygon walga,Elasmobranchii,Myliobatiformes,0.186717879,26.5,5.8,3.64,50,28.8,4.665772595,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Dasyatis brevis,Elasmobranchii,Myliobatiformes,0.114979999,93.1,2.1,3.84,70,24.2,8.290272333,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Dasyatis gigantea,Elasmobranchii,Myliobatiformes,0.113594999,89.2,1.4,3.82,221.8358333,21.14241667,8.44079141,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Dasyatis hastata,Elasmobranchii,Myliobatiformes,0.16903,55.5,4.4,3.82,71.07,26.70193333,5.220353402,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Dasyatis marmorata,Elasmobranchii,Myliobatiformes,0.173866668,34.1,6.2,3.56,65,26.3,4.792638063,bearers_internal_live_bearers,other,demersal,rajiform
Dasyatis multispinosa,Elasmobranchii,Myliobatiformes,0.137257878,0.9,29.3,3.82,4000,9.805042424,10.31851898,bearers_internal_live_bearers,other_flattened,bathydemersal,rajiform
Dasyatis pastinaca,Elasmobranchii,Myliobatiformes,0.136312499,36.1,4.3,4.05,200,12.2,6.450392226,bearers_internal_live_bearers,other,demersal,rajiform
Dasyatis tortonesei,Elasmobranchii,Myliobatiformes,0.131934999,44,2.3,4.02,200,14.9,7.223227473,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Fontitrygon geijskesi,Elasmobranchii,Myliobatiformes,0.147417857,76.7,7.9,3.66,80,27.6,6.167682222,bearers_internal_live_bearers,other,demersal,rajiform
Fontitrygon margarita,Elasmobranchii,Myliobatiformes,0.179253334,53.5,4.6,3.42,60,26.5,4.92219911,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Fontitrygon margaritella,Elasmobranchii,Myliobatiformes,0.211871213,18.5,9.4,3.9,50,26.6,4.09795248,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hemitrygon akajei,Elasmobranchii,Myliobatiformes,0.11337,98.8,2.5,3.84,50,28.1,8.310861952,bearers_internal_live_bearers,other,demersal,rajiform
Hemitrygon bennettii,Elasmobranchii,Myliobatiformes,0.1661825,29,5.1,4.5,40,28.2,5.380964245,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hemitrygon fluviorum,Elasmobranchii,Myliobatiformes,0.198149999,67.5,3.9,3.6,40,28,4.57911907,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Hemitrygon izuensis,Elasmobranchii,Myliobatiformes,0.17733788,24.8,11.2,3.72,20,21.3,4.494538073,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hemitrygon laevigata,Elasmobranchii,Myliobatiformes,0.176484547,22.3,8.1,3.72,60,24.56846667,4.509791023,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hemitrygon navarrae,Elasmobranchii,Myliobatiformes,0.203721211,19.6,13.1,3.72,63.43909091,24.11496667,4.047682688,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hemitrygon sinensis,Elasmobranchii,Myliobatiformes,0.178604544,0.9,106.3,3.72,122.1147619,20.97287857,8.450573755,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Himantura alcockii,Elasmobranchii,Myliobatiformes,0.204749997,0.9,73.4,3.55,50,25.73508333,7.310357174,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Himantura fluviatilis,Elasmobranchii,Myliobatiformes,0.140567857,53.5,4.6,3.55,65.935,26.83786667,6.21865541,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Himantura marginata,Elasmobranchii,Myliobatiformes,0.158965001,89.6,3.2,3.55,86.06,26.51366667,5.772633799,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Himantura microphthalma,Elasmobranchii,Myliobatiformes,0.179404544,0.9,106.3,3.55,92.48218615,23.53458333,8.269507247,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Himantura pacifica,Elasmobranchii,Myliobatiformes,0.162847858,76.7,7.9,3.48,71.955,26.6282,5.414964307,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Himantura pareh,Elasmobranchii,Myliobatiformes,0.193704543,0.9,73.4,3.55,50,24.37408333,7.804263367,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Himantura schmardae,Elasmobranchii,Myliobatiformes,0.136572857,98.8,10.2,3.55,50,27.5,6.414230725,bearers_internal_live_bearers,other,demersal,rajiform
Himantura uarnak,Elasmobranchii,Myliobatiformes,0.11161,98.8,1.6,3.6,50,27.8,8.732821202,bearers_internal_live_bearers,other,reef_associated,rajiform
Himantura undulata,Elasmobranchii,Myliobatiformes,0.112455357,186.4,4.3,3.59,50,28.3,9.466360127,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hypanus guttatus,Elasmobranchii,Myliobatiformes,0.142586191,98.8,8.4,2.61,36,27.6,6.339477595,bearers_internal_live_bearers,other,demersal,rajiform
Hypanus longus,Elasmobranchii,Myliobatiformes,0.111045,124.6,2.6,3.5,50,27,8.72076376,bearers_internal_live_bearers,other_flattened,reef_associated,rajiform
Hypanus marianae,Elasmobranchii,Myliobatiformes,0.184087879,23.8,6,3.51,15,27.4,4.868712503,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Hypanus rudis,Elasmobranchii,Myliobatiformes,0.107982857,149.7,2.3,3.52,300.46,22.47466667,8.672159315,bearers_internal_live_bearers,other,demersal,rajiform
Hypanus sabinus,Elasmobranchii,Myliobatiformes,0.176823334,34.6,4.7,3.45,25,25.5,5.098680936,bearers_internal_live_bearers,other,demersal,rajiform
Hypanus say,Elasmobranchii,Myliobatiformes,0.121299999,53.5,3,3.7,10,27.1,7.760895265,bearers_internal_live_bearers,other,demersal,rajiform
Maculabatis gerrardi,Elasmobranchii,Myliobatiformes,0.11072,98.8,2.3,3.73,50,28.4,8.486211057,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Maculabatis pastinacoides,Elasmobranchii,Myliobatiformes,0.229283333,44,5.2,3.68,50,28.8,4.14058699,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Maculabatis toshi,Elasmobranchii,Myliobatiformes,0.128672856,46.9,2,3.63,140,27.2,7.33692187,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Megatrygon microps,Elasmobranchii,Myliobatiformes,0.111475,149.7,2,3.78,200,27.3,8.785767097,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Neotrygon annotata,Elasmobranchii,Myliobatiformes,0.173047878,26.5,2.9,3.43,62,28,4.93857517,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Neotrygon leylandi,Elasmobranchii,Myliobatiformes,0.184214545,15.7,4.2,3.47,80,27.7,4.81011928,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Pastinachus sephen,Elasmobranchii,Myliobatiformes,0.115665,91.4,2.4,3.71,60,28.2,8.2550008,bearers_internal_live_bearers,other,reef_associated,rajiform
Pateobatis bleekeri,Elasmobranchii,Myliobatiformes,0.210789999,55.9,4.4,3.62,30,28.6,4.45129882,bearers_internal_live_bearers,other_flattened,benthopelagic,rajiform
Pateobatis fai,Elasmobranchii,Myliobatiformes,0.12808,91.4,3.2,3.74,200,26.7,7.68534849,bearers_internal_live_bearers,other,reef_associated,rajiform
Pateobatis jenkinsii,Elasmobranchii,Myliobatiformes,0.157327858,67.5,7.1,3.62,50,27.8,5.3870469,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Pateobatis uarnacoides,Elasmobranchii,Myliobatiformes,0.19412,62.5,4.1,3.62,30,29,5.01415884,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Taeniura grabata,Elasmobranchii,Myliobatiformes,0.116804999,120.4,1.7,4.02,300,19.2,8.112583473,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Taeniura lymma,Elasmobranchii,Myliobatiformes,0.20336,21.2,5.4,3.62,20,28.6,4.65114064,bearers_internal_live_bearers,other,reef_associated,rajiform
Taeniurops meyeni,Elasmobranchii,Myliobatiformes,0.1151964,153.8,2.2,4.2,500,28,8.451600633,bearers_internal_live_bearers,other,reef_associated,rajiform
Telatrygon acutirostra,Elasmobranchii,Myliobatiformes,0.210174544,7.4,25.6,3.72,142,17.9,5.105070588,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Telatrygon zugei,Elasmobranchii,Myliobatiformes,0.230471211,17.9,14.2,3.5,50,28.3,3.732728309,bearers_internal_live_bearers,other_flattened,demersal,rajiform
Urogymnus asperrimus,Elasmobranchii,Myliobatiformes,0.15364,75.3,3.6,3.48,217,28.5,6.209030357,bearers_internal_live_bearers,other,reef_associated,rajiform
Urogymnus granulatus,Elasmobranchii,Myliobatiformes,0.147390001,72.6,3.7,4.07,85,27.7,6.265437125,bearers_internal_live_bearers,other,reef_associated,rajiform
Echinorhinus brucus,Elasmobranchii,Squaliformes,0.045146,145.6,0.9,4.38,900,8.5,20.66882819,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Echinorhinus cookei,Elasmobranchii,Squaliformes,0.046176,182.3,1.3,4.39,1100,12.1,22.68757717,bearers_internal_live_bearers,elongated,benthopelagic,subcarangiform
Etmopterus baxteri,Elasmobranchii,Squaliformes,0.05,41.5,2.2,4.21,1427,4.6,17.76005,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus spinax,Elasmobranchii,Squaliformes,0.159999996,25.49675,3.6,4.14,2490,9.2,5.592052,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Aculeola nigra,Elasmobranchii,Squaliformes,0.139896665,34.1,2.5,3.87,560,12,6.75761999,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Centroscyllium excelsum,Elasmobranchii,Squaliformes,0.135708333,35.9,5.3,3.77,1000,8.364194372,6.878460978,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centroscyllium fabricii,Elasmobranchii,Squaliformes,0.059226667,56.8,1.9,3.84,3000,4.2,26.19095688,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centroscyllium granulatum,Elasmobranchii,Squaliformes,0.144197856,17.4,3.9,3.58,4000,4.8,10.66298879,bearers_internal_live_bearers,elongated,bathypelagic,subcarangiform
Centroscyllium kamoharai,Elasmobranchii,Squaliformes,0.144808333,34.1,2.5,3.75,1200,4.6,6.887857119,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centroscyllium nigrum,Elasmobranchii,Squaliformes,0.151499999,29.5,2.7,3.88,1170,8,6.14859332,bearers_internal_live_bearers,elongated,benthopelagic,subcarangiform
Centroscyllium ornatum,Elasmobranchii,Squaliformes,0.181781189,18.5,3.8,3.6,1262,8.2,5.397586967,bearers_internal_live_bearers,elongated,bathydemersal,subcarangiform
Centroscyllium ritteri,Elasmobranchii,Squaliformes,0.168262856,25.4,3.4,3.68,1100,10.97807576,5.744340655,bearers_internal_live_bearers,elongated,demersal,subcarangiform
Etmopterus bigelowi,Elasmobranchii,Squaliformes,0.098413334,37.6,2.3,4.4,1000,10.7,9.489662265,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus brachyurus,Elasmobranchii,Squaliformes,0.125569998,29,2.8,4.2,900,7.7,7.368430868,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
Etmopterus bullisi,Elasmobranchii,Squaliformes,0.138080001,0.9,29.3,4.14,850,10.7,9.594671177,bearers_internal_live_bearers,elongated,pelagic_oceanic,subcarangiform
